,Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
0,Headstart Program,40.507745,-74.244809,"100 Brighton St, Staten Island, NY 10307",Staten Island,Tottenville,Health and Medicine
0,"Staten Island University Hospital, AIDS/HIV Services, Bay Street Health Center HIV Clinic",40.638669,-74.074717,"57 Bay St, Staten Island, NY 10301",Staten Island,Richmond,Health and Medicine
0,Sciascia Chiropractor,40.615483,-74.102339,"1313 Clove Rd, Staten Island, NY 10301",Staten Island,Fox Hills,Health and Medicine
0,Digestive Liver Disease Center,40.611434,-74.098817,"5 Little Clove Rd, Staten Island, NY 10301",Staten Island,Stapleton,Health and Medicine
0,Ditmas Park Care Center,40.640146,-73.957728,"2107 Ditmas Ave, Brooklyn, NY 11226",Brooklyn,Flatbush,Health and Medicine
0,Kingsbrook Jewish Medical Center,40.659536,-73.933889,"585 Schenectady Ave (btw Winthrop St & Rutland Rd), Brooklyn, NY 11203",Brooklyn,Wingate,Health and Medicine
0,Kingsbrook Jewish Medical Center,40.659536,-73.933889,"585 Schenectady Ave (btw Winthrop St & Rutland Rd), Brooklyn, NY 11203",Brooklyn,Wingate,Health and Medicine
0,Bath Beach Medical PC,40.604981,-74.083046,"2071 Clove Rd, Staten Island, NY 10304",Staten Island,Concord,Health and Medicine
0,"Dr Raymond Helfand, Optometrist",40.625222,-74.13516,"1378 Forest Ave, Staten Island, NY 10302",Staten Island,Westerleigh,Health and Medicine
0,Bath Beach Medical PC,40.604981,-74.083046,"2071 Clove Rd, Staten Island, NY 10304",Staten Island,Concord,Health and Medicine
0,Bath Beach Medical PC,40.604981,-74.083046,"2071 Clove Rd, Staten Island, NY 10304",Staten Island,Concord,Health and Medicine
0,Beacon Of Hope House,40.588347,-74.096204,"90 Hancock St, Staten Island, NY 10305",Staten Island,Grand City,Health and Medicine
0,Mandredi Family Health Center,40.576822,-74.103908,"2205 Hylan Blvd, Staten Island, NY 10306",Staten Island,Grant City,Health and Medicine
0,Prestige Optical,40.576052,-74.104485,"2239 Hylan Blvd, Staten Island, NY 10306",Staten Island,Grant City,Health and Medicine
0,"Alliance Physical Therapy, PC",40.527536,-74.200745,"5765 Amboy Rd, Staten Island, NY 10309",Staten Island,Princes Bay,Health and Medicine
0,Small World Dental,40.507969,-74.229867,"6795 Hylan Blvd, Staten Island, NY 10309",Staten Island,Point Breeze,Health and Medicine
0,Independent Living Associates,40.548877,-74.216759,"89 Lucille Ave, Staten Island, NY 10309",Staten Island,Rossville,Health and Medicine
0,"Richmond Physical Therapy, PC",40.556249,-74.168484,"3377 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Health and Medicine
0,Wisdom Pages,40.585979,-74.155937,"65 Fraser St, Staten Island, NY 10314",Staten Island,New Springville,Health and Medicine
0,Staten Island Veterinary Group,40.59569,-74.184508,"3875 Victory Blvd, Staten Island, NY 10314",Staten Island,Chelsea,Health and Medicine
0,Elite Car Care,40.598327,-74.180834,"3735 Victory Blvd, Staten Island, NY 10314",Staten Island,Chelsea,Health and Medicine
0,ProHEALTH Pediatrics-Park Avenue,40.782424,-73.955139,"1111 Park Ave, New York, NY 10128",New York,Carnegie Hill,Health and Medicine
0,Mount Sinai Doctors - Delancey Street,40.719039,-73.988752,"104 Delancey St (Ludlow Street), New York, NY 10002",New York,Chinatown,Health and Medicine
0,Worth Street Veterinary Center,40.716911,-74.00556,"77 Worth St (btwn. Church and Broadway), New York, NY 10013",New York,City Hall Area,Health and Medicine
0,Ayla Yavin Acupuncture & Herbs,40.747344,-73.991348,"135 W 29th St (7th and 6th Aves), New York, NY 10001",New York,Chelsea,Health and Medicine
0,Philip E Otterbeck DDS,40.574476,-74.122177,"2517 Amboy Rd, Staten Island, NY 10306",Staten Island,New Dorp,Health and Medicine
0,Manual Therapy Center,40.612641,-74.071079,"555 Tompkins Ave, Staten Island, NY 10305",Staten Island,Rosebank,Health and Medicine
0,Bay Street Animal Hospital,40.618465,-74.068922,"999 Bay St (at Lynhurst Ave), Staten Island, NY 10305",Staten Island,Rosebank,Health and Medicine
0,Bath Beach Medical PC,40.604981,-74.083046,"2071 Clove Rd, Staten Island, NY 10304",Staten Island,Concord,Health and Medicine
0,Staten Island Mental Health Society,40.635219,-74.103641,"669 Castleton Ave, Staten Island, NY 10301",Staten Island,New Brighton,Health and Medicine
0,Neighborhood Health Center Elizabeth,40.650329,-74.184351,"184 1st St, Elizabeth, NJ 07206",Elizabeth,Port Ivory,Health and Medicine
0,JAG-ONE Physical Therapy,40.625991,-74.13467,"1351 Forest Ave, Staten Island, NY 10302",Staten Island,Westerleigh,Health and Medicine
0,Institute For Community Living,40.657312,-73.914146,"469 E 98th St, Brooklyn, NY 11212",Brooklyn,Brownsville,Health and Medicine
0,Lincoln Ferguson Medical PC,40.637345,-73.896969,"9424 Avenue L, Brooklyn, NY 11236",Brooklyn,Canarsie,Health and Medicine
0,Doshi Diagnostic Imaging,40.619063,-73.916061,"6309 Mill Ln (64th & 65th Streets), Brooklyn, NY 11234",Brooklyn,Georgetown,Health and Medicine
0,Healthy Latino Community,40.712686,-73.79732,"8506 167th St, Jamaica, NY 11432",Jamaica,Jamaica Hills,Health and Medicine
0,Statcare Urgent & Walk-In Medical Care (Astoria),40.77183,-73.908981,"3715 23rd Ave, Astoria, NY 11105",Astoria,Astoria,Health and Medicine
0,FDNY EMS Station 26,40.830627,-73.900561,"1264 Boston Rd, Bronx, NY 10456",Bronx,Morrisania,Health and Medicine
0,Callen Lorde Community Health Center,40.8221,-73.910609,"3144 3rd Ave, Bronx, NY 10451",Bronx,Melrose,Health and Medicine
0,Essen Medical Associates,40.845846,-73.921524,"1550 Dr Martin L King Jr Blvd, New York, NY 10452",New York,Morris Heights,Health and Medicine
0,Tribeca Pediatrics - Upper East Side,40.762151,-73.962484,"304 E 62nd St (Bet 1st & 2nd), New York, NY 10065",New York,Lenox Hill,Health and Medicine
0,Kimmel Pavilion,40.743043,-73.972793,"424 E 34th St (1st Avenue), New York, NY 10016",New York,East Side,Health and Medicine
0,NYU Langone Neurology Consultants of NY,40.749267,-73.974084,"222 E 41st St, New York, NY 10017",New York,East Side,Health and Medicine
0,NYU Langone Neurology Consultants of NY,40.749267,-73.974084,"222 E 41st St, New York, NY 10017",New York,East Side,Health and Medicine
0,Bond Vet - East Village,40.732918,-73.981096,"282 1st Ave, New York, NY 10009",New York,Midtown,Health and Medicine
0,Flatiron Pediatrics,40.740257,-73.988057,"27 E 22nd St, New York, NY 10010",New York,Chelsea,Health and Medicine
0,CityMD Sunnyside Urgent Care- Queens,40.742584,-73.917228,"4716 Greenpoint Ave, Sunnyside, NY 11104",Sunnyside,Dutch Kills,Health and Medicine
0,The Veterinarian At Co,40.746625,-73.941794,"2719 44th Dr (21st street), Long Island City, NY 11101",Long Island City,Hunters Point,Health and Medicine
0,Vinegar Hill Vet,40.702673,-73.991688,"57 Front St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Health and Medicine
0,Vinegar Hill Vet,40.702673,-73.991688,"57 Front St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Health and Medicine
0,Interfaith Medical Center,40.678147,-73.937345,"1545 Atlantic Ave (Troy Ave), Brooklyn, NY 11213",Brooklyn,Bedford,Health and Medicine
0,House Calls Home Care,40.677744,-73.903752,"2440 Fulton St, Brooklyn, NY 11233",Brooklyn,Broadway Junction,Health and Medicine
0,Vinegar Hill Vet,40.702673,-73.991688,"57 Front St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Health and Medicine
0,Golden Gate Rehabilitation,40.606844,-74.131639,"191 Bradley Ave, Staten Island, NY 10314",Staten Island,Meiers Corners,Health and Medicine
0,Staten Island-Great Kills Psychological Services,40.534789,-74.218096,"401 Bloomingdale Rd, Staten Island, NY 10309",Staten Island,Pleasant Plains,Health and Medicine
0,University Hospice-Addeo Hospice Residence,40.581486,-74.131308,"78 Meisner Ave, Staten Island, NY 10306",Staten Island,Egbertville,Health and Medicine
0,TRi Physical Therapy of Brooklyn,40.601592,-73.961205,"2279 Coney Island Ave, Brooklyn, NY 11223",Brooklyn,Gravesend,Health and Medicine
0,Juniper Valley Animal Hospital,40.715936,-73.88659,"6308 69th Pl (Penelope Ave), Middle Village, NY 11379",Middle Village,Fresh Pond Junction,Health and Medicine
0,"Alliance Physical Therapy, PC",40.527536,-74.200745,"5765 Amboy Rd, Staten Island, NY 10309",Staten Island,Princes Bay,Health and Medicine
0,University Hospice-Addeo Hospice Residence,40.581486,-74.131308,"78 Meisner Ave, Staten Island, NY 10306",Staten Island,Egbertville,Health and Medicine
0,Sunshine Infusions,40.516188,-74.234013,"7001 Amboy Rd, Staten Island, NY 10307",Staten Island,Harbor Terrace,Health and Medicine
0,Cross Island Chiropractic Center,40.794101,-73.818239,"708 149th St, Queens, NY 11357",Queens,Beechhurst,Health and Medicine
0,AdvantageCare Physicians,40.675405,-73.896382,"101 Pennsylvania Ave (Emerald St), Brooklyn, NY 11207",Brooklyn,Broadway Junction,Health and Medicine
0,Ocean Ave Dental,40.607744,-73.952734,"2211 Ocean Ave (Ave R), Brooklyn, NY 11229",Brooklyn,Gravesend,Health and Medicine
0,Bronx Park Womens Health,40.850551,-73.865593,"2016 Bronxdale Ave, Bronx, NY 10462",Bronx,Van Nest,Health and Medicine
0,Weiss & Chassen DDS,40.856603,-73.86135,"918 Pelham Pkwy S, Bronx, NY 10462",Bronx,Pelham Parkway,Health and Medicine
0,Kenneth Rosa DC,40.872181,-73.904174,"221 W Kingsbridge Rd, Bronx, NY 10463",Bronx,Kings Bridge Heights,Health and Medicine
0,Doshi Diagnostics,40.648818,-73.943767,"1014 Brooklyn Ave (btwn Tilden & Snyder Ave.), Brooklyn, NY 11203",Brooklyn,East Flatbush,Health and Medicine
0,NYC Health Service,40.749653,-73.999694,"303 9th Ave (28th St.), New York, NY 10001",New York,Chelsea,Health and Medicine
0,Universal Physical Therapy,40.587647,-73.811558,"8624 Rockaway Beach Blvd, Rockaway Beach, NY 11693",Rockaway Beach,Hammels,Health and Medicine
0,North Shore Lij Health System,40.601672,-73.76391,"821 Bay 25th St, Far Rockaway, NY 11691",Far Rockaway,Bayswater,Health and Medicine
0,The Veterinarian At Co,40.746625,-73.941794,"2719 44th Dr (21st street), Long Island City, NY 11101",Long Island City,Hunters Point,Health and Medicine
0,Manual Therapy Center,40.612641,-74.071079,"555 Tompkins Ave, Staten Island, NY 10305",Staten Island,Rosebank,Health and Medicine
1,Quality Control Optics,40.892631,-73.855572,"754 E 233rd St, Bronx, NY 10466",Bronx,Williamsbridge,Optometrist
1,Broadway Eye Care,40.869732,-73.827723,"2075 Bartow Ave, Bronx, NY 10475",Bronx,Coop City,Optometrist
1,Banfield Pet Hospital,40.892948,-73.817912,"830 Pelham Pkwy, Pelham, NY 10803",Pelham,Parkside,Optometrist
1,Mosholu Medical Group,40.9055,-73.899026,"5750 Mosholu Ave, Bronx, NY 10471",Bronx,Fildston,Optometrist
1,"Friedman, Joel M, DDS - Riverdale Oral Surgery",40.885365,-73.914524,"3333 Henry Hudson Pkwy W, Bronx, NY 10463",Bronx,Spuyten Duyvil,Optometrist
1,CityMD Riverdale,40.884499,-73.900169,"193 W 237th St, Bronx, NY 10463",Bronx,Kings Bridge,Optometrist
1,Montefiore Medical Group,40.877646,-73.905956,"5525 Broadway, Bronx, NY 10463",Bronx,Kings Bridge,Optometrist
1,Montefiore Medical Center,40.894326,-73.861066,"600 E 233rd St (Carpenter Ave.), Bronx, NY 10466",Bronx,Williamsbridge,Optometrist
1,Montefiore Medical Center,40.880007,-73.879724,"111 E 210th St, Bronx, NY 10467",Bronx,Norwood,Optometrist
1,Innervision Sonograph,40.891616,-73.84673,"4064 Bruner Ave, Bronx, NY 10466",Bronx,Edenwald,Optometrist
1,City Smiles Center - Frederick W Mitchell DDS,40.869834,-73.82799,"2063B Bartow Ave, Bronx, NY 10475",Bronx,Coop City,Optometrist
1,Weiss & Chassen DDS,40.856603,-73.86135,"918 Pelham Pkwy S, Bronx, NY 10462",Bronx,Pelham Parkway,Optometrist
1,Providence Rest,40.837426,-73.817334,"3304 Waterbury Ave, Bronx, NY 10465",Bronx,Schuvilerville,Optometrist
1,Pediatric Dentistry of Bronx,40.876978,-73.886049,"3201 Grand Concourse, Bronx, NY 10468",Bronx,Norwood,Optometrist
1,Bronx Lebanon Hospital,40.843716,-73.912166,"1645 Grand Concourse (at Mt. Eden Ave.), Bronx, NY 10452",Bronx,Concourse,Optometrist
1,University Nursing Home,40.864838,-73.901929,"2505 Grand Ave, Bronx, NY 10468",Bronx,Fordham,Optometrist
1,Healthway Medical Care Pc,40.850201,-73.893546,"552 E 180th St, Bronx, NY 10457",Bronx,East Tremont,Optometrist
1,D And D Medical,40.833104,-73.863553,"1310 Leland Ave, Bronx, NY 10472",Bronx,Parkchester,Optometrist
1,Essen Medical Associates,40.845846,-73.921524,"1550 Dr Martin L King Jr Blvd, New York, NY 10452",New York,Morris Heights,Optometrist
1,Planned Parenthood - The Bronx Center,40.81673,-73.919723,"349 E 149th St (at Courtland), Bronx, NY 10451",Bronx,Melrose,Optometrist
1,Planned Parenthood - The Bronx Center,40.81673,-73.919723,"349 E 149th St (at Courtland), Bronx, NY 10451",Bronx,Melrose,Optometrist
1,Manhattan Psychiatric Center,40.789095,-73.92965,"1 Wards Is, New York, NY 10035",New York,Spanish Harlem,Optometrist
1,Madison MRI,40.82041,-73.913257,"3055 3rd Ave (156th Street), Bronx, NY 10451",Bronx,Melrose,Optometrist
1,Hogar,40.816118,-73.899887,"726 Kelly St, Bronx, NY 10455",Bronx,John Adams Houses,Optometrist
1,FDNY EMS Station 26,40.830627,-73.900561,"1264 Boston Rd, Bronx, NY 10456",Bronx,Morrisania,Optometrist
1,Luis E Guerrero,40.830401,-73.865773,"1216 Beach Ave, Bronx, NY 10472",Bronx,Parkchester,Optometrist
1,Metro Optics Eyewear - Throggs Neck,40.823466,-73.83735,"815 Hutchinson River Pkwy, Bronx, NY 10465",Bronx,Castle Hill,Optometrist
1,Detect Lab,40.823586,-73.820034,"3860 E Tremont Ave, Bronx, NY 10465",Bronx,Throgs Neck,Optometrist
1,Earl Christopher DVM Middletown Animal Clinic,40.843669,-73.830859,"2968 Middletown Rd, Bronx, NY 10461",Bronx,Unionport,Optometrist
1,Metro UrgiCare,40.834753,-73.858276,"1990 McGraw Ave, Bronx, NY 10462",Bronx,Parkchester,Optometrist
1,Yai,40.839094,-73.836557,"3060 E Tremont Ave, Bronx, NY 10461",Bronx,Schuylerville,Optometrist
1,Bronx Park Womens Health,40.850551,-73.865593,"2016 Bronxdale Ave, Bronx, NY 10462",Bronx,Van Nest,Optometrist
1,Liebling Ralph Md,40.845533,-73.846592,"1635 Poplar St, Bronx, NY 10461",Bronx,Westchester,Optometrist
1,"Friedman, Joel M, DDS - Riverdale Oral Surgery",40.885365,-73.914524,"3333 Henry Hudson Pkwy W, Bronx, NY 10463",Bronx,Spuyten Duyvil,Optometrist
1,Mosholu Medical Group,40.9055,-73.899026,"5750 Mosholu Ave, Bronx, NY 10471",Bronx,Fildston,Optometrist
1,Industrial Medicine Associates,40.852053,-73.828271,"3250 Westchester Ave (@ St. Paul Ave), Bronx, NY 10461",Bronx,Westchester,Optometrist
1,Guerrero William E Odpc,40.826391,-73.822277,"3730 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Optometrist
1,Community Chiropractic of Throggs Neck,40.817854,-73.816156,"4191 E Tremont Ave, Bronx, NY 10465",Bronx,Silver Beach,Optometrist
1,Bronx Rhio,40.85949,-73.868766,"2275 Olinville Ave, Bronx, NY 10467",Bronx,Bronxdale,Optometrist
1,New York Cancer & Blood Specialists,40.860106,-73.84283,"2330 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Optometrist
1,Triboro Center,40.831685,-73.911669,"1160 Teller Ave, Bronx, NY 10456",Bronx,East Concourse,Optometrist
1,Cross Bronx Animal Clinic,40.831117,-73.854775,"2064 Cross Bronx Expy (Olmstead Ave), Bronx, NY 10472",Bronx,Unionport,Optometrist
1,Quality Control Optics,40.892631,-73.855572,"754 E 233rd St, Bronx, NY 10466",Bronx,Williamsbridge,Optometrist
1,Mohamed Helal MD,40.628457,-74.025109,"421 78th St, Brooklyn, NY 11209",Brooklyn,Bayridge,Optometrist
1,Gupta Gastro Associates - Brooklyn Gastroenterology,40.607578,-73.982861,"130 Avenue P, Brooklyn, NY 11204",Brooklyn,Bensonhurst,Optometrist
1,Spear Physical Therapy Brooklyn Williamsburg,40.719908,-73.960841,"71 N 7th St (btwn Wythe & Kent Avs), Brooklyn, NY 11249",Brooklyn,North Side,Optometrist
1,Comprehensive Dental Service,40.598454,-73.979674,"154 Avenue T (W7th st), New York, NY 11223",New York,Bensonhurst,Optometrist
1,Total Body Works Medical,40.580406,-73.966088,"360 Neptune Ave, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Optometrist
1,Eye Appeal,40.587271,-73.953079,"1607 Sheepshead Bay Rd, Brooklyn, NY 11235",Brooklyn,Sheepshead Bay,Optometrist
1,Rehabilitation Associates of Brooklyn,40.611374,-73.953913,"2072 Ocean Ave, Brooklyn, NY 11230",Brooklyn,Manhattan Terrace,Optometrist
1,Ditmas Park Care Center,40.640146,-73.957728,"2107 Ditmas Ave, Brooklyn, NY 11226",Brooklyn,Flatbush,Optometrist
1,Interfaith Medical Center,40.678147,-73.937345,"1545 Atlantic Ave (Troy Ave), Brooklyn, NY 11213",Brooklyn,Bedford,Optometrist
1,Be Well Primary Health Care Center,40.636155,-73.947857,"2019 Nostrand Ave, Brooklyn, NY 11210",Brooklyn,East Flatbush,Optometrist
1,NYC Health+Hospitals Covid Testing Site,40.642454,-73.991982,"4002 Fort Hamilton Pkwy, New York, NY 11218",New York,Kensington,Optometrist
1,Slope Wellness,40.666191,-73.979137,"816 8th Ave (9th Street), Brooklyn, NY 11215",Brooklyn,Park Slope,Optometrist
1,Garden Dental Arts,40.683078,-73.96658,"511 Clinton Ave, Brooklyn, NY 11238",Brooklyn,Adelphi,Optometrist
1,Milo,40.711564,-73.964306,"105 5th Ave, New York, NY 10003",New York,South Side,Optometrist
1,The Jefferson,40.708967,-73.922041,"455 Jefferson St (Cypress Ave), New York, NY 11237",New York,Bushwick,Optometrist
1,Interfaith Medical Center,40.678147,-73.937345,"1545 Atlantic Ave (Troy Ave), Brooklyn, NY 11213",Brooklyn,Bedford,Optometrist
1,"Vassallo, Milo Dr-ENT & Allergy Associates",40.69653,-73.991534,"300 Cadman Plz W (Clark St), Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Optometrist
1,Cobble Hill Acupuncture,40.690147,-73.996256,"113A Pacific St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Optometrist
1,One Medical,40.686258,-73.990563,"165 Smith St (Wyckoff), Brooklyn, NY 11201",Brooklyn,BoCoCa,Optometrist
1,NYU Langone Medical Center Cobble Hill,40.689942,-73.997862,"339 Hicks St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Optometrist
1,Brooklyn Hospital Labor & Delivery,40.69048,-73.977991,"Dekalb Ave, Brooklyn, NY 11201",Brooklyn,Clinton Hill,Optometrist
1,SPEAR Physical Therapy,40.674465,-73.976145,"794 Union St, Brooklyn, NY 11215",Brooklyn,Park Slope,Optometrist
1,Professional Transportation,40.685323,-73.863432,"7616 Rockaway Blvd, Woodhaven, NY 11421",Woodhaven,Cypress Hill,Optometrist
1,United Healthcare Management,40.653339,-73.887018,"1110 Pennsylvania Ave, Brooklyn, NY 11207",Brooklyn,New Lots,Optometrist
1,Lincoln Ferguson Medical PC,40.637345,-73.896969,"9424 Avenue L, Brooklyn, NY 11236",Brooklyn,Canarsie,Optometrist
1,Brooklyn Eye And Vision Care,40.61909,-73.933266,"2074 Flatbush Ave, Brooklyn, NY 11234",Brooklyn,Flatlands,Optometrist
1,Smart Eye Care,40.580693,-73.953435,"37 W End Ave, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Optometrist
1,Shorefront Jewish Geriatric Center,40.572637,-73.994507,"3015 W 29th St, Brooklyn, NY 11224",Brooklyn,Coney Island,Optometrist
1,Haym Salomon Home for Nursing & Rehabilitation,40.594879,-73.996339,"2340 Cropsey Ave (Bay 34th St), Brooklyn, NY 11214",Brooklyn,Bath Beach,Optometrist
